WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/06/02, 00:00:54.506, 41.524, -70.672, NAN, 25.760, 278.340000, 0.020, 16.8, 16.8, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 179, 200, 2.4, 1.8, 67.1, 67.2, 2.4, 1.8, 204.6, 225.6, 1018.4, 1018.4, 2.470, 326.600, 57.41, 0.0849, 17.0274, 82.000, 0.0, 1473.044, NAN, NAN, NAN, NAN
2024/06/02, 00:01:54.506, 41.524, -70.672, NAN, 25.800, 59.060000, 0.010, 16.8, 16.8, 1016.3, 1016.2, 0.0, 0.0, 7.250, 6.610, 193, 204, 2.8, 3.2, 67.0, 67.0, 2.8, 3.2, 218.9, 229.9, 1018.4, 1018.3, 1.480, 326.720, 52.69, 0.0849, 17.0185, 82.000, 0.0, 1473.014, NAN, NAN, NAN, NAN
2024/06/02, 00:02:54.506, 41.524, -70.672, NAN, 25.800, 18.250000, 0.000, 16.8, 16.8, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 187, 198, 2.7, 2.8, 67.2, 67.4, 2.7, 2.8, 212.8, 223.8, 1018.4, 1018.4, 0.820, 326.320, 48.57, 0.0849, 17.0142, 83.200, 0.0, 1473.000, NAN, NAN, NAN, NAN
2024/06/02, 00:03:54.506, 41.524, -70.672, NAN, 25.790, 231.340000, 0.010, 16.8, 16.8, 1016.3, 1016.2, 0.0, 0.0, 7.250, 6.610, 187, 182, 1.8, 2.0, 68.6, 69.0, 1.8, 2.0, 212.7, 207.7, 1018.4, 1018.3, -0.020, 326.380, 44.13, 0.0849, 17.0117, 82.000, 0.0, 1472.991, NAN, NAN, NAN, NAN
2024/06/02, 00:04:54.506, 41.524, -70.672, NAN, 25.770, 225.640000, 0.010, 16.7, 16.8, 1016.3, 1016.2, 0.0, 0.0, 7.250, 6.610, 170, 156, 2.7, 2.8, 68.7, 69.1, 2.7, 2.8, 195.7, 181.7, 1018.4, 1018.3, -0.700, 326.280, 40.18, 0.0849, 17.0114, 82.000, 0.0, 1472.990, NAN, NAN, NAN, NAN
2024/06/02, 00:05:54.506, 41.524, -70.672, NAN, 25.760, 217.850000, 0.000, 16.7, 16.7, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 155, 189, 3.5, 2.7, 68.4, 69.0, 3.5, 2.7, 180.8, 214.8, 1018.4, 1018.4, -1.520, 326.080, 36.37, 0.0849, 17.0117, 82.000, 0.0, 1472.991, NAN, NAN, NAN, NAN
2024/06/02, 00:06:54.506, 41.524, -70.672, NAN, 25.810, 146.360000, 0.010, 16.7, 16.7, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 177, 190, 2.2, 2.6, 68.6, 69.0, 2.2, 2.6, 202.9, 215.8, 1018.4, 1018.4, -2.160, 325.950, 33.02, 0.0849, 17.0126, 81.700, 0.0, 1472.994, NAN, NAN, NAN, NAN
2024/06/02, 00:07:54.506, 41.524, -70.672, NAN, 25.720, 294.420000, 0.000, 16.6, 16.7, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 176, 195, 3.3, 2.7, 68.9, 69.5, 3.3, 2.7, 201.7, 220.7, 1018.4, 1018.4, -2.790, 326.120, 30.03, 0.0849, 17.0119, 80.500, 0.0, 1472.992, NAN, NAN, NAN, NAN
2024/06/02, 00:08:54.506, 41.524, -70.672, NAN, 25.770, 276.700000, 0.010, 16.6, 16.7, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 165, 157, 2.6, 3.3, 68.7, 69.6, 2.6, 3.3, 190.8, 182.7, 1018.4, 1018.4, -3.180, 326.180, 26.94, 0.0849, 17.0115, 80.800, 0.0, 1472.991, NAN, NAN, NAN, NAN
2024/06/02, 00:09:54.506, 41.524, -70.672, NAN, 25.790, 222.220000, 0.010, 16.6, 16.6, 1016.3, 1016.3, 0.0, 0.0, 7.250, 6.610, 182, 240, 3.2, 1.8, 68.6, 69.0, 3.2, 1.8, 207.8, 265.9, 1018.4, 1018.4, -3.450, 326.180, 24.60, 0.0849, 17.0085, 81.500, 0.0, 1472.981, NAN, NAN, NAN, NAN
