WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/06/09, 00:00:32.712, 57.350, -41.506, 12.30, 33.320, 33.450000, 12.070, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 71, 63, 6.4, 7.3, 100.0, 100.0, 7.3, 7.1, 157.4, 147.2, 1017.9, 1017.9, -4.200, 381.610, 1.87, 34.7900, 7.2026, 231.700, 31.9, 1479.260, NAN, NAN, NAN, NAN
2024/06/09, 00:01:32.712, 57.353, -41.502, 12.27, 32.930, 34.020000, 11.990, 8.3, 8.3, 1015.9, 1015.8, 0.0, 0.0, 0.000, 0.000, 75, 65, 6.1, 7.2, 100.0, 100.0, 7.4, 7.2, 161.2, 148.8, 1018.0, 1017.9, -4.470, 381.670, 1.71, 34.7900, 7.1801, 238.100, 31.8, 1479.173, NAN, NAN, NAN, NAN
2024/06/09, 00:02:32.712, 57.356, -41.499, 12.25, 32.770, 32.100000, 12.220, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 71, 67, 6.1, 7.2, 100.0, 100.0, 7.2, 7.5, 159.1, 150.2, 1017.9, 1017.9, -4.440, 381.720, 1.56, 34.7914, 7.1702, 244.900, 31.9, 1479.137, NAN, NAN, NAN, NAN
2024/06/09, 00:03:32.712, 57.359, -41.496, 12.19, 31.610, 32.770000, 11.920, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 72, 67, 5.8, 6.8, 100.0, 100.0, 6.9, 7.0, 160.6, 151.2, 1017.9, 1017.9, -4.420, 381.880, 1.42, 34.7904, 7.1687, 256.100, 31.9, 1479.130, NAN, NAN, NAN, NAN
2024/06/09, 00:04:32.712, 57.361, -41.492, 12.18, 32.960, 30.730000, 11.920, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 72, 65, 5.9, 7.0, 100.0, 100.0, 7.2, 7.2, 159.6, 148.9, 1017.9, 1017.9, -4.470, 382.070, 1.28, 34.7909, 7.1770, 244.300, 31.9, 1479.162, NAN, NAN, NAN, NAN
2024/06/09, 00:05:32.712, 57.364, -41.489, 12.18, 33.070, 34.690000, 11.940, 8.2, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 73, 66, 6.0, 6.9, 100.0, 100.0, 7.2, 7.1, 160.8, 151.2, 1017.9, 1017.9, -4.500, 381.890, 1.16, 34.7900, 7.1756, 244.600, 31.9, 1479.156, NAN, NAN, NAN, NAN
2024/06/09, 00:06:32.712, 57.367, -41.486, 12.20, 32.790, 32.920000, 11.940, 8.2, 8.2, 1015.9, 1015.8, 0.0, 0.0, 0.000, 0.000, 74, 68, 6.1, 7.1, 100.0, 100.0, 7.3, 7.4, 160.2, 150.8, 1018.0, 1017.9, -4.660, 382.060, 1.06, 34.7893, 7.1719, 225.800, 31.9, 1479.141, NAN, NAN, NAN, NAN
2024/06/09, 00:07:32.713, 57.370, -41.482, 12.23, 33.670, 34.300000, 12.080, 8.3, 8.3, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 76, 69, 6.7, 7.1, 100.0, 100.0, 7.9, 7.5, 159.1, 152.8, 1017.8, 1017.8, -4.650, 382.050, 0.98, 34.7886, 7.1653, 221.100, 31.8, 1479.114, NAN, NAN, NAN, NAN
2024/06/09, 00:08:32.713, 57.372, -41.479, 12.23, 31.500, 33.190000, 11.980, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 78, 72, 6.3, 7.1, 100.0, 100.0, 7.7, 7.6, 160.7, 152.7, 1017.9, 1017.9, -4.700, 382.330, 0.91, 34.7882, 7.1646, 221.500, 31.8, 1479.111, NAN, NAN, NAN, NAN
2024/06/09, 00:09:32.713, 57.375, -41.476, 12.18, 32.220, 32.940000, 11.990, 8.3, 8.3, 1015.8, 1015.7, 0.0, 0.0, 0.000, 0.000, 78, 73, 6.5, 6.7, 100.0, 100.0, 7.9, 7.6, 159.5, 155.7, 1017.9, 1017.8, -4.610, 382.050, 0.84, 34.7880, 7.1628, 220.300, 31.9, 1479.104, NAN, NAN, NAN, NAN
2024/06/09, 00:10:32.713, 57.378, -41.472, 12.21, 32.370, 35.080000, 12.030, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 78, 72, 6.5, 7.2, 100.0, 100.0, 7.8, 7.7, 160.4, 153.1, 1017.9, 1017.9, -4.660, 382.140, 0.77, 34.7887, 7.1661, 224.300, 31.8, 1479.118, NAN, NAN, NAN, NAN
2024/06/09, 00:11:32.713, 57.381, -41.469, 12.24, 32.680, 34.120000, 11.790, 8.3, 8.3, 1015.8, 1015.7, 0.0, 0.0, 0.000, 0.000, 76, 70, 6.4, 7.2, 100.0, 100.0, 7.5, 7.5, 159.4, 151.2, 1017.9, 1017.8, -4.730, 382.190, 0.72, 34.7920, 7.1741, 228.700, 31.8, 1479.153, NAN, NAN, NAN, NAN
2024/06/09, 00:12:32.713, 57.383, -41.466, 12.23, 32.730, 35.660000, 12.020, 8.3, 8.4, 1015.8, 1015.7, 0.0, 0.0, 0.000, 0.000, 73, 68, 6.5, 7.4, 100.0, 100.0, 7.4, 7.5, 158.2, 149.9, 1017.9, 1017.8, -4.770, 381.910, 0.67, 34.7933, 7.1723, 234.500, 31.9, 1479.147, NAN, NAN, NAN, NAN
2024/06/09, 00:13:32.713, 57.386, -41.462, 12.26, 34.100, 34.910000, 11.940, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 73, 70, 6.9, 7.3, 100.0, 100.0, 7.7, 7.7, 156.5, 152.5, 1017.9, 1017.9, -4.790, 382.010, 0.63, 34.7939, 7.1609, 238.100, 31.9, 1479.104, NAN, NAN, NAN, NAN
2024/06/09, 00:14:32.713, 57.389, -41.459, 12.33, 32.870, 33.090000, 11.960, 8.3, 8.3, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 73, 67, 6.3, 7.3, 100.0, 100.0, 7.4, 7.5, 158.3, 148.9, 1017.9, 1017.9, -4.680, 381.670, 0.58, 34.7910, 7.1325, 239.600, 31.9, 1478.991, NAN, NAN, NAN, NAN
2024/06/09, 00:15:32.713, 57.392, -41.455, 12.19, 33.500, 34.870000, 11.970, 8.3, 8.3, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 72, 65, 6.3, 7.6, 100.0, 100.0, 7.2, 7.4, 159.1, 147.0, 1017.8, 1017.8, -4.800, 381.460, 0.54, 34.7859, 7.1105, 218.400, 31.9, 1478.900, NAN, NAN, NAN, NAN
2024/06/09, 00:16:32.713, 57.394, -41.452, 12.18, 33.220, 32.550000, 11.650, 8.3, 8.3, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 69, 62, 6.4, 7.2, 100.0, 100.0, 7.0, 6.8, 155.2, 145.7, 1017.8, 1017.8, -4.860, 380.730, 0.51, 34.7833, 7.1095, 210.200, 32.0, 1478.893, NAN, NAN, NAN, NAN
2024/06/09, 00:17:32.713, 57.397, -41.449, 12.13, 31.190, 31.050000, 11.770, 8.3, 8.3, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 70, 62, 6.0, 7.1, 100.0, 100.0, 6.8, 6.7, 157.1, 145.0, 1017.8, 1017.8, -4.860, 381.140, 0.47, 34.7831, 7.1186, 208.700, 31.7, 1478.928, NAN, NAN, NAN, NAN
2024/06/09, 00:18:32.713, 57.400, -41.445, 12.15, 34.140, 32.900000, 11.810, 8.2, 8.2, 1015.8, 1015.8, 0.0, 0.0, 0.000, 0.000, 72, 66, 6.5, 7.4, 100.0, 100.0, 7.5, 7.5, 157.0, 148.2, 1017.9, 1017.9, -4.930, 381.490, 0.44, 34.7850, 7.1414, 211.200, 31.5, 1479.018, NAN, NAN, NAN, NAN
2024/06/09, 00:19:32.713, 57.403, -41.442, 11.98, 33.900, 35.980000, 11.830, 8.3, 8.3, 1015.7, 1015.8, 0.0, 0.0, 0.000, 0.000, 76, 69, 6.7, 7.4, 100.0, 100.0, 7.7, 7.5, 159.1, 150.9, 1017.8, 1017.9, -5.000, 381.520, 0.40, 34.7852, 7.1657, 210.500, 31.4, 1479.112, NAN, NAN, NAN, NAN
2024/06/09, 00:20:32.713, 57.405, -41.439, 12.03, 32.440, 33.170000, 11.860, 8.4, 8.4, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 73, 68, 6.3, 7.2, 100.0, 100.0, 7.3, 7.4, 158.1, 149.8, 1017.8, 1017.8, -4.920, 380.840, 0.37, 34.7860, 7.1904, 217.200, 31.5, 1479.208, NAN, NAN, NAN, NAN
2024/06/09, 00:21:32.713, 57.408, -41.435, 12.05, 32.620, 34.250000, 11.970, 8.4, 8.4, 1015.8, 1015.7, 0.0, 0.0, 0.000, 0.000, 72, 67, 6.4, 7.3, 100.0, 100.0, 7.3, 7.4, 157.4, 149.0, 1017.9, 1017.8, -4.730, 380.810, 0.34, 34.7848, 7.2050, 217.900, 31.5, 1479.262, NAN, NAN, NAN, NAN
2024/06/09, 00:22:32.713, 57.411, -41.432, 12.24, 33.910, 31.840000, 11.890, 8.3, 8.4, 1015.8, 1015.7, 0.0, 0.0, 0.000, 0.000, 68, 61, 6.2, 7.7, 100.0, 100.0, 7.0, 7.3, 156.7, 143.0, 1017.9, 1017.8, -4.820, 380.550, 0.32, 34.7850, 7.2144, 217.200, 31.6, 1479.299, NAN, NAN, NAN, NAN
2024/06/09, 00:23:32.713, 57.414, -41.429, 12.24, 33.700, 33.470000, 11.950, 8.3, 8.3, 1015.7, 1015.7, 0.0, 0.0, 0.000, 0.000, 67, 58, 6.7, 7.9, 100.0, 100.0, 7.1, 7.0, 153.4, 140.0, 1017.8, 1017.8, -4.830, 380.920, 0.28, 34.7849, 7.2142, 218.400, 31.7, 1479.298, NAN, NAN, NAN, NAN
