WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/06/04, 00:00:52.613, 43.746, -64.141, 11.01, 59.110, 65.200000, 10.920, 9.8, 9.8, 1011.8, 1011.7, 0.0, 0.0, 7.330, 6.710, 328, 324, 5.8, 8.3, 95.9, 96.0, 3.7, 5.6, 318.7, 340.9, 1013.9, 1013.8, -3.800, 317.600, 12.06, 31.2056, 10.2162, 92.400, 0.0, 1486.081, NAN, NAN, NAN, NAN
2024/06/04, 00:01:52.613, 43.747, -64.138, 10.98, 58.620, 64.600000, 10.980, 9.8, 9.8, 1011.6, 1011.7, 0.0, 0.0, 7.330, 6.710, 326, 323, 5.7, 8.4, 95.9, 96.0, 3.9, 5.8, 315.4, 339.6, 1013.7, 1013.8, -4.200, 316.520, 10.82, 31.2055, 10.2443, 92.800, 0.0, 1486.183, NAN, NAN, NAN, NAN
2024/06/04, 00:02:52.613, 43.748, -64.134, 11.02, 58.910, 63.810000, 10.810, 9.8, 9.8, 1011.8, 1011.5, 0.0, 0.0, 7.330, 6.710, 324, 323, 5.7, 8.3, 95.9, 95.9, 4.0, 5.6, 315.6, 340.1, 1013.9, 1013.6, -4.390, 315.940, 9.50, 31.2054, 10.2767, 92.100, 0.0, 1486.299, NAN, NAN, NAN, NAN
2024/06/04, 00:03:52.613, 43.750, -64.130, 10.97, 55.920, 61.950000, 10.630, 9.8, 9.8, 1011.6, 1011.5, 0.0, 0.0, 7.330, 6.710, 326, 324, 5.7, 8.4, 96.0, 96.1, 3.8, 5.7, 315.3, 339.8, 1013.7, 1013.6, -4.530, 315.880, 8.45, 31.2055, 10.2886, 93.000, 0.0, 1486.342, NAN, NAN, NAN, NAN
2024/06/04, 00:04:52.613, 43.751, -64.126, 11.03, 55.830, 62.250000, 10.950, 9.8, 9.8, 1011.6, 1011.6, 0.0, 0.0, 7.330, 6.710, 328, 325, 5.6, 8.4, 96.0, 96.2, 3.6, 5.5, 312.2, 339.2, 1013.7, 1013.7, -4.710, 315.970, 7.53, 31.2050, 10.2928, 92.800, 0.0, 1486.357, NAN, NAN, NAN, NAN
2024/06/04, 00:05:52.613, 43.753, -64.123, 11.01, 55.340, 61.510000, 10.950, 9.8, 9.8, 1011.8, 1011.5, 0.0, 0.0, 7.330, 6.710, 327, 325, 5.4, 8.1, 95.9, 96.1, 3.7, 5.4, 308.6, 336.5, 1013.9, 1013.6, -5.030, 316.300, 6.65, 31.2055, 10.2999, 93.000, 0.0, 1486.383, NAN, NAN, NAN, NAN
2024/06/04, 00:06:52.613, 43.754, -64.119, 11.07, 55.320, 60.950000, 11.030, 9.8, 9.8, 1011.6, 1011.5, 0.0, 0.0, 7.330, 6.710, 327, 325, 5.6, 8.2, 96.0, 96.0, 3.8, 5.4, 310.8, 336.8, 1013.7, 1013.6, -5.180, 316.550, 5.73, 31.2050, 10.2879, 91.500, 0.0, 1486.339, NAN, NAN, NAN, NAN
2024/06/04, 00:07:52.614, 43.756, -64.116, 11.02, 53.630, 58.210000, 10.870, 9.8, 9.8, 1011.6, 1011.6, 0.0, 0.0, 7.330, 6.710, 327, 323, 5.7, 8.4, 95.9, 96.0, 3.7, 5.7, 311.5, 335.2, 1013.7, 1013.7, -5.250, 317.270, 5.04, 31.2054, 10.2672, 92.100, 0.0, 1486.265, NAN, NAN, NAN, NAN
2024/06/04, 00:08:52.614, 43.757, -64.112, 11.04, 54.100, 61.120000, 10.930, 9.8, 9.9, 1011.6, 1011.6, 0.0, 0.0, 7.330, 6.710, 322, 321, 5.8, 8.5, 95.9, 96.0, 4.3, 6.1, 310.6, 333.8, 1013.7, 1013.7, -5.360, 318.010, 4.43, 31.2048, 10.2022, 92.800, 0.0, 1486.030, NAN, NAN, NAN, NAN
2024/06/04, 00:09:52.614, 43.759, -64.108, 10.99, 53.300, 58.420000, 10.790, 9.8, 9.9, 1011.7, 1011.5, 0.0, 0.0, 7.330, 6.710, 323, 323, 5.7, 8.1, 95.9, 96.1, 4.1, 5.5, 309.6, 333.2, 1013.8, 1013.6, -5.460, 319.460, 3.91, 31.2052, 10.1241, 91.500, 0.0, 1485.748, NAN, NAN, NAN, NAN
