WHOI SSSG dsLogCsv
DATE_GMT, TIME_GMT, Dec_LAT, Dec_LON, SPD, HDT, DPS_COG, SOG, WXTP_Ta, WXTS_Ta, WXTP_Pa, WXTS_Pa, WXTP_Ri, WXTS_Ri, WXTP_Rc, WXTS_Rc, WXTP_Dm, WXTS_Dm, WXTP_Sm, WXTS_Sm, WXTP_Ua, WXTS_Ua, WXTP_TS, WXTS_TS, WXTP_TD, WXTS_TD, BAROM_P, BAROM_S, RAD_SW, RAD_LW, PAR, SBE45S, SBE48T, FLR, FLOW, SSVdslog, Depth12, Depth35, EM122, EM710
2024/06/03, 00:00:52.527, 41.692, -69.082, 10.49, 69.000, 70.060000, 9.590, 14.9, 14.9, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 161, 123, 1.7, 1.4, 92.7, 93.0, 6.6, 5.8, 244.8, 238.0, 1014.0, 1014.0, -1.160, 360.850, 30.57, 30.8706, 13.8676, 137.000, 40.3, 1498.278, NAN, NAN, NAN, NAN
2024/06/03, 00:01:52.527, 41.693, -69.078, 9.23, 68.020, 66.670000, 9.490, 14.9, 14.9, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 162, 190, 1.8, 1.7, 92.7, 92.9, 6.6, 6.6, 242.2, 249.6, 1014.0, 1014.0, -1.670, 361.170, 27.86, 30.8656, 14.0698, 132.100, 40.4, 1498.936, NAN, NAN, NAN, NAN
2024/06/03, 00:02:52.527, 41.694, -69.075, 9.35, 69.700, 69.250000, 9.630, 14.9, 14.9, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 152, 169, 1.8, 1.8, 92.6, 92.8, 6.6, 6.7, 242.1, 246.6, 1014.0, 1014.0, -2.190, 361.150, 25.16, 30.8322, 14.2353, 121.400, 40.5, 1499.439, NAN, NAN, NAN, NAN
2024/06/03, 00:03:52.528, 41.695, -69.072, 10.00, 68.610, 68.630000, 9.350, 14.9, 14.9, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 160, 128, 1.9, 1.7, 92.4, 92.5, 6.6, 6.0, 243.2, 235.9, 1014.0, 1014.0, -2.580, 361.150, 22.11, 30.8399, 14.3384, 122.000, 40.5, 1499.784, NAN, NAN, NAN, NAN
2024/06/03, 00:04:52.528, 41.696, -69.069, 9.29, 68.520, 68.170000, 9.430, 14.9, 14.9, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 153, 172, 1.6, 2.2, 92.3, 92.5, 6.3, 7.0, 241.3, 245.5, 1014.0, 1014.0, -3.180, 361.950, 19.86, 30.8397, 14.3635, 122.900, 40.5, 1499.865, NAN, NAN, NAN, NAN
2024/06/03, 00:05:52.528, 41.697, -69.065, 10.27, 69.520, 67.980000, 9.310, 15.0, 15.0, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 154, 134, 1.1, 1.5, 92.2, 92.4, 5.8, 5.9, 243.7, 238.1, 1014.0, 1014.0, -3.370, 361.500, 17.95, 30.8307, 14.3457, 122.000, 40.5, 1499.797, NAN, NAN, NAN, NAN
2024/06/03, 00:06:52.528, 41.698, -69.062, 9.38, 68.510, 68.690000, 9.490, 15.0, 15.0, 1011.9, 1011.8, 0.0, 0.0, 7.250, 6.610, 149, 129, 1.7, 1.5, 92.1, 92.2, 6.4, 5.9, 240.6, 237.1, 1014.0, 1013.9, -3.660, 361.370, 16.23, 30.8267, 14.3193, 118.400, 40.5, 1499.706, NAN, NAN, NAN, NAN
2024/06/03, 00:07:52.528, 41.699, -69.059, 9.98, 68.860, 69.680000, 9.460, 15.0, 15.0, 1011.8, 1011.9, 0.0, 0.0, 7.250, 6.610, 151, 139, 2.1, 1.6, 92.2, 92.2, 6.8, 6.2, 240.7, 239.5, 1013.9, 1014.0, -3.880, 361.970, 14.63, 30.8279, 14.2762, 124.400, 40.4, 1499.567, NAN, NAN, NAN, NAN
2024/06/03, 00:08:52.528, 41.700, -69.056, 9.15, 68.740, 67.950000, 9.420, 15.0, 15.0, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 154, 181, 1.8, 1.8, 92.0, 92.1, 6.5, 6.6, 241.5, 248.7, 1014.0, 1014.0, -4.150, 362.120, 12.89, 30.8668, 14.2901, 127.200, 40.5, 1499.658, NAN, NAN, NAN, NAN
2024/06/03, 00:09:52.528, 41.701, -69.052, 9.86, 64.940, 62.920000, 9.290, 15.0, 15.0, 1011.9, 1011.9, 0.0, 0.0, 7.250, 6.610, 162, 136, 1.4, 1.3, 91.8, 92.1, 6.1, 5.8, 240.1, 235.1, 1014.0, 1014.0, -4.300, 361.480, 11.47, 30.8263, 14.2955, 121.400, 40.8, 1499.628, NAN, NAN, NAN, NAN
